Job Title, Zip Code, Number of Jobs
2018-07-16,retail,"53102",4029
2018-07-16,retail,"28124",1753
2018-07-16,retail,"42323",185
2018-07-16,retail,"60690",18954
2018-07-16,retail,"03814",383
2018-07-16,retail,"07510",28105
2018-07-16,retail,"76112",15956
2018-07-16,retail,"54566",14
2018-07-16,retail,"43787",674
2018-07-16,retail,"49881",72
2018-07-16,retail,"29587",1689
2018-07-16,retail,"21094",6810
2018-07-16,retail,"43521",426
2018-07-16,retail,"29321",1091
2018-07-16,retail,"94010",13922
2018-07-16,retail,"71219",78
2018-07-16,retail,"72417",445
2018-07-16,retail,"42326",168
2018-07-16,retail,"79711",1702
2018-07-16,retail,"28125",2450
2018-07-16,retail,"50605",295
2018-07-16,retail,"83220",11
2018-07-16,retail,"03813",310
2018-07-16,retail,"20732",2394
2018-07-16,retail,"95471",1177
2018-07-16,retail,"07511",27248
2018-07-16,retail,"76111",10660
2018-07-16,retail,"76377",420
2018-07-16,retail,"78778",7556
2018-07-16,retail,"52168",139
2018-07-16,retail,"54565",28
2018-07-16,retail,"29324",1683
2018-07-16,retail,"46283",7022
2018-07-16,retail,"53101",3240
2018-07-16,retail,"43524",662
2018-07-16,retail,"94273",5108
2018-07-16,retail,"21930",1764
2018-07-16,retail,"77315",13851
2018-07-16,retail,"50606",144
2018-07-16,retail,"79976",1871
2018-07-16,retail,"42325",308
2018-07-16,retail,"38838",104
2018-07-16,retail,"83221",386
2018-07-16,retail,"28126",6957
2018-07-16,retail,"07512",27333
2018-07-16,retail,"44720",3035
2018-07-16,retail,"20731",14449
2018-07-16,retail,"95472",1632
2018-07-16,retail,"54564",85
2018-07-16,retail,"03812",300
2018-07-16,retail,"76110",9775
2018-07-16,retail,"20997",14558
2018-07-16,retail,"52169",99
2018-07-16,retail,"78779",7683
2018-07-16,retail,"41128",407
2018-07-16,retail,"11249",30754
2018-07-16,retail,"29323",1801
2018-07-16,retail,"92712",17123
2018-07-16,retail,"29589",271
2018-07-16,retail,"43523",797
2018-07-16,retail,"46282",6951
2018-07-16,retail,"79710",1139
2018-07-16,retail,"49883",49
2018-07-16,retail,"94274",5108
2018-07-16,retail,"42328",331
2018-07-16,retail,"03819",4703
2018-07-16,retail,"69029",41
2018-07-16,retail,"91775",23920
2018-07-16,retail,"50603",132
2018-07-16,retail,"38835",164
2018-07-16,retail,"28127",1114
2018-07-16,retail,"54563",16
2018-07-16,retail,"52166",136
2018-07-16,retail,"78772",7387
2018-07-16,retail,"41129",905
2018-07-16,retail,"76117",11820
2018-07-16,retail,"60695",18987
2018-07-16,retail,"77574",4072
2018-07-16,retail,"43526",1180
2018-07-16,retail,"90310",23343
2018-07-16,retail,"94271",5118
2018-07-16,retail,"28128",294
2018-07-16,retail,"42327",605
2018-07-16,retail,"69028",61
2018-07-16,retail,"83223",18
2018-07-16,retail,"50604",366
2018-07-16,retail,"95470",128
2018-07-16,retail,"54562",149
2018-07-16,retail,"03818",283
2018-07-16,retail,"68929",16
2018-07-16,retail,"78773",7647
2018-07-16,retail,"76116",7369
2018-07-16,retail,"21090",8950
2018-07-16,retail,"11247",29184
2018-07-16,retail,"29325",538
2018-07-16,retail,"87184",2146
2018-07-16,retail,"47220",668
2018-07-16,retail,"60694",18958
2018-07-16,retail,"43525",2128
2018-07-16,retail,"90311",22258
2018-07-16,retail,"12440",1567
2018-07-16,retail,"77575",518
2018-07-16,retail,"28129",1748
2018-07-16,retail,"69027",6
2018-07-16,retail,"74818",263
2018-07-16,retail,"54561",106
2018-07-16,retail,"50601",137
2018-07-16,retail,"85621",112
2018-07-16,retail,"03817",355
2018-07-16,retail,"78774",7581
2018-07-16,retail,"52164",102
2018-07-16,retail,"68928",37
2018-07-16,retail,"76115",9734
2018-07-16,retail,"90312",22503
2018-07-16,retail,"21093",6692
2018-07-16,retail,"87181",2253
2018-07-16,retail,"60693",18604
2018-07-16,retail,"38833",206
2018-07-16,retail,"12441",118
2018-07-16,retail,"43528",2179
2018-07-16,retail,"69026",30
2018-07-16,retail,"68927",77
2018-07-16,retail,"36439",76
2018-07-16,retail,"77577",2493
2018-07-16,retail,"91776",24730
2018-07-16,retail,"50602",323
2018-07-16,retail,"11245",29416
2018-07-16,retail,"85620",145
2018-07-16,retail,"20993",14478
2018-07-16,retail,"91510",20176
2018-07-16,retail,"13640",314
2018-07-16,retail,"52165",107
2018-07-16,retail,"54560",128
2018-07-16,retail,"03816",400
2018-07-16,retail,"76114",8776
2018-07-16,retail,"21092",5983
2018-07-16,retail,"12442",591
2018-07-16,retail,"38834",197
2018-07-16,retail,"43527",299
2018-07-16,retail,"69037",4
2018-07-16,retail,"68938",82
2018-07-16,retail,"94005",14398
2018-07-16,retail,"72677",207
2018-07-16,retail,"20726",14616
2018-07-16,retail,"75173",5830
2018-07-16,retail,"02874",2656
2018-07-16,retail,"99164",261
2018-07-16,retail,"52162",160
2018-07-16,retail,"76371",43
2018-07-16,retail,"48411",2597
2018-07-16,retail,"92708",17073
2018-07-16,retail,"72411",424
2018-07-16,retail,"46014",2603
2018-07-16,retail,"43518",376
2018-07-16,retail,"95203",1846
2018-07-16,retail,"67739",34
2018-07-16,retail,"95469",124
2018-07-16,retail,"71212",574
2018-07-16,retail,"49610",590
2018-07-16,retail,"81091",40
2018-07-16,retail,"23488",163
2018-07-16,retail,"29580",254
2018-07-16,retail,"93907",1867
2018-07-16,retail,"49876",75
2018-07-16,retail,"23222",3832
2018-07-16,retail,"44718",2952
2018-07-16,retail,"68937",54
2018-07-16,retail,"75172",10293
2018-07-16,retail,"02875",1775
2018-07-16,retail,"69036",34
2018-07-16,retail,"76370",41
2018-07-16,retail,"48410",124
2018-07-16,retail,"24421",805
2018-07-16,retail,"20725",14973
2018-07-16,retail,"92707",14924
2018-07-16,retail,"72412",156
2018-07-16,retail,"46015",2174
2018-07-16,retail,"28382",825
2018-07-16,retail,"52163",106
2018-07-16,retail,"95204",1835
2018-07-16,retail,"97865",1
2018-07-16,retail,"92706",18341
2018-07-16,retail,"71477",446
2018-07-16,retail,"71211",575
2018-07-16,retail,"81090",6
2018-07-16,retail,"77571",10199
2018-07-16,retail,"93908",1196
2018-07-16,retail,"49877",53
2018-07-16,retail,"23223",3854
2018-07-16,retail,"43517",488
2018-07-16,retail,"49611",255
2018-07-16,retail,"99166",6
2018-07-16,retail,"66539",624
2018-07-16,retail,"68936",10
2018-07-16,retail,"72675",86
2018-07-16,retail,"02872",3532
2018-07-16,retail,"94269",5073
2018-07-16,retail,"50863",96
2018-07-16,retail,"52160",377
2018-07-16,retail,"46012",1804
2018-07-16,retail,"22025",1198
2018-07-16,retail,"98801",218
2018-07-16,retail,"28383",520
2018-07-16,retail,"67737",29
2018-07-16,retail,"95467",292
2018-07-16,retail,"97864",1
2018-07-16,retail,"95201",2153
2018-07-16,retail,"23220",3845
2018-07-16,retail,"77572",9465
2018-07-16,retail,"49878",80
2018-07-16,retail,"49612",589
2018-07-16,retail,"23486",104
2018-07-16,retail,"29582",1692
2018-07-16,retail,"99167",35
2018-07-16,retail,"93905",1569
2018-07-16,retail,"68935",35
2018-07-16,retail,"49879",14
2018-07-16,retail,"02873",2069
2018-07-16,retail,"69034",29
2018-07-16,retail,"28384",1298
2018-07-16,retail,"52161",130
2018-07-16,retail,"50864",103
2018-07-16,retail,"72410",370
2018-07-16,retail,"46013",2780
2018-07-16,retail,"48674",994
2018-07-16,retail,"98802",233
2018-07-16,retail,"43519",323
2018-07-16,retail,"95468",3
2018-07-16,retail,"71479",75
2018-07-16,retail,"71213",574
2018-07-16,retail,"67738",29
2018-07-16,retail,"46278",6836
2018-07-16,retail,"95202",1868
2018-07-16,retail,"23221",3837
2018-07-16,retail,"77573",9466
2018-07-16,retail,"49613",76
2018-07-16,retail,"25882",487
2018-07-16,retail,"93906",1562
2018-07-16,retail,"23487",1336
2018-07-16,retail,"29581",269
2018-07-16,retail,"66537",614
2018-07-16,retail,"94267",5120
2018-07-16,retail,"72415",64
2018-07-16,retail,"91505",20436
2018-07-16,retail,"93902",1560
2018-07-16,retail,"69033",10
2018-07-16,retail,"68934",85
2018-07-16,retail,"30342",14626
2018-07-16,retail,"28385",837
2018-07-16,retail,"03811",6184
2018-07-16,retail,"48415",1854
2018-07-16,retail,"50861",61
2018-07-16,retail,"20722",15006
2018-07-16,retail,"46018",2613
2018-07-16,retail,"92703",17393
2018-07-16,retail,"67735",15
2018-07-16,retail,"90306",22521
2018-07-16,retail,"95465",1453
2018-07-16,retail,"97862",103
2018-07-16,retail,"65338",260
2018-07-16,retail,"29584",246
2018-07-16,retail,"02878",3626
2018-07-16,retail,"55750",78
2018-07-16,retail,"49872",83
2018-07-16,retail,"21087",5297
2018-07-16,retail,"21920",2884
2018-07-16,retail,"91504",19201
2018-07-16,retail,"66538",32
2018-07-16,retail,"72416",444
2018-07-16,retail,"99169",10
2018-07-16,retail,"68933",123
2018-07-16,retail,"64139",7178
2018-07-16,retail,"94002",15899
2018-07-16,retail,"94268",5120
2018-07-16,retail,"50862",102
2018-07-16,retail,"20721",12814
2018-07-16,retail,"28120",6765
2018-07-16,retail,"28386",1542
2018-07-16,retail,"69032",2
2018-07-16,retail,"76374",41
2018-07-16,retail,"48414",1904
2018-07-16,retail,"93067",1023
2018-07-16,retail,"65337",303
2018-07-16,retail,"67736",20
2018-07-16,retail,"03810",940
2018-07-16,retail,"90307",21840
2018-07-16,retail,"97861",11
2018-07-16,retail,"92702",16573
2018-07-16,retail,"95466",99
2018-07-16,retail,"55751",112
2018-07-16,retail,"49873",83
2018-07-16,retail,"30343",13586
2018-07-16,retail,"29583",613
2018-07-16,retail,"02879",1329
2018-07-16,retail,"25880",392
2018-07-16,retail,"91507",20462
2018-07-16,retail,"30340",14896
2018-07-16,retail,"66535",343
2018-07-16,retail,"68932",31
2018-07-16,retail,"56950",14529
2018-07-16,retail,"90309",22452
2018-07-16,retail,"76373",39
2018-07-16,retail,"28387",677
2018-07-16,retail,"20724",14788
2018-07-16,retail,"72413",68
2018-07-16,retail,"46016",2595
2018-07-16,retail,"72679",48
2018-07-16,retail,"48413",63
2018-07-16,retail,"92705",16527
2018-07-16,retail,"67733",43
2018-07-16,retail,"90308",22540
2018-07-16,retail,"95463",97
2018-07-16,retail,"02876",6496
2018-07-16,retail,"55752",70
2018-07-16,retail,"57050",110
2018-07-16,retail,"49874",85
2018-07-16,retail,"21922",2511
2018-07-16,retail,"23482",104
2018-07-16,retail,"29320",3113
2018-07-16,retail,"91508",20043
2018-07-16,retail,"71218",464
2018-07-16,retail,"91506",20568
2018-07-16,retail,"28388",680
2018-07-16,retail,"93901",1498
2018-07-16,retail,"55753",108
2018-07-16,retail,"30341",15071
2018-07-16,retail,"66536",578
2018-07-16,retail,"69030",4
2018-07-16,retail,"76372",41
2018-07-16,retail,"50860",73
2018-07-16,retail,"48412",664
2018-07-16,retail,"20723",15053
2018-07-16,retail,"72414",456
2018-07-16,retail,"46017",1951
2018-07-16,retail,"92704",16634
2018-07-16,retail,"95464",158
2018-07-16,retail,"65339",132
2018-07-16,retail,"67734",39
2018-07-16,retail,"21921",2576
2018-07-16,retail,"02877",2866
2018-07-16,retail,"23483",163
2018-07-16,retail,"29585",1201
2018-07-16,retail,"21088",2777
2018-07-16,retail,"71217",573
2018-07-16,retail,"49618",178
2018-07-16,retail,"64136",7245
2018-07-16,retail,"66533",612
2018-07-16,retail,"80734",7
2018-07-16,retail,"17344",1544
2018-07-16,retail,"67731",4
2018-07-16,retail,"31545",271
2018-07-16,retail,"58250",10
2018-07-16,retail,"48419",59
2018-07-16,retail,"13649",139
2018-07-16,retail,"65334",247
2018-07-16,retail,"16146",1838
2018-07-16,retail,"62838",292
2018-07-16,retail,"68930",84
2018-07-16,retail,"57052",20
2018-07-16,retail,"30346",14931
2018-07-16,retail,"14847",692
2018-07-16,retail,"80733",82
2018-07-16,retail,"66534",65
2018-07-16,retail,"17345",4731
2018-07-16,retail,"49619",81
2018-07-16,retail,"31544",251
2018-07-16,retail,"65333",350
2018-07-16,retail,"48418",1987
2018-07-16,retail,"67732",43
2018-07-16,retail,"62839",113
2018-07-16,retail,"57051",8
2018-07-16,retail,"72670",124
2018-07-16,retail,"59450",1
2018-07-16,retail,"64138",7299
2018-07-16,retail,"23228",3572
2018-07-16,retail,"25625",270
2018-07-16,retail,"18540",1392
2018-07-16,retail,"55756",68
2018-07-16,retail,"80732",3
2018-07-16,retail,"31543",277
2018-07-16,retail,"17342",2693
2018-07-16,retail,"33944",63
2018-07-16,retail,"65336",315
2018-07-16,retail,"60439",18904
2018-07-16,retail,"48417",1766
2018-07-16,retail,"57054",97
2018-07-16,retail,"24426",190
2018-07-16,retail,"26823",693
2018-07-16,retail,"71472",427
2018-07-16,retail,"30344",11154
2018-07-16,retail,"66531",435
2018-07-16,retail,"88125",4
2018-07-16,retail,"95209",1835
2018-07-16,retail,"64137",7384
2018-07-16,retail,"88126",56
2018-07-16,retail,"23229",3645
2018-07-16,retail,"55757",42
2018-07-16,retail,"25624",268
2018-07-16,retail,"80731",7
2018-07-16,retail,"80997",1737
2018-07-16,retail,"17343",1302
2018-07-16,retail,"58251",10
2018-07-16,retail,"31542",217
2018-07-16,retail,"71471",112
2018-07-16,retail,"67730",3
2018-07-16,retail,"35242",3082
2018-07-16,retail,"33945",2277
2018-07-16,retail,"48416",252
2018-07-16,retail,"65335",219
2018-07-16,retail,"60438",11771
2018-07-16,retail,"16145",707
2018-07-16,retail,"57053",923
2018-07-16,retail,"30345",14635
2018-07-16,retail,"66532",84
2018-07-16,retail,"55758",113
2018-07-16,retail,"61636",1195
2018-07-16,retail,"23226",3780
2018-07-16,retail,"58254",14
2018-07-16,retail,"70010",2771
2018-07-16,retail,"99160",29
2018-07-16,retail,"31549",96
2018-07-16,retail,"65330",138
2018-07-16,retail,"63199",7841
2018-07-16,retail,"97604",19
2018-07-16,retail,"07509",28045
2018-07-16,retail,"22027",14561
2018-07-16,retail,"62834",153
2018-07-16,retail,"71474",102
2018-07-16,retail,"59453",27
2018-07-16,retail,"32747",6199
2018-07-16,retail,"49614",83
2018-07-16,retail,"95207",1698
2018-07-16,retail,"64132",7321
2018-07-16,retail,"61637",1172
2018-07-16,retail,"17349",2965
2018-07-16,retail,"23227",3756
2018-07-16,retail,"02871",3294
2018-07-16,retail,"49615",450
2018-07-16,retail,"80995",1731
2018-07-16,retail,"99161",126
2018-07-16,retail,"79708",1702
2018-07-16,retail,"22026",7461
2018-07-16,retail,"31548",475
2018-07-16,retail,"97603",136
2018-07-16,retail,"62835",126
2018-07-16,retail,"57055",990
2018-07-16,retail,"59454",21
2018-07-16,retail,"71473",79
2018-07-16,retail,"95208",2065
2018-07-16,retail,"64131",7377
2018-07-16,retail,"97869",1
2018-07-16,retail,"32746",6789
2018-07-16,retail,"61638",1157
2018-07-16,retail,"49616",219
2018-07-16,retail,"58256",396
2018-07-16,retail,"24422",200
2018-07-16,retail,"31547",371
2018-07-16,retail,"65332",331
2018-07-16,retail,"57058",51
2018-07-16,retail,"97868",31
2018-07-16,retail,"62836",586
2018-07-16,retail,"97602",136
2018-07-16,retail,"95205",1798
2018-07-16,retail,"16148",1876
2018-07-16,retail,"71210",559
2018-07-16,retail,"25621",254
2018-07-16,retail,"59451",27
2018-07-16,retail,"64134",7348
2018-07-16,retail,"23224",3871
2018-07-16,retail,"30348",14406
2018-07-16,retail,"32745",6734
2018-07-16,retail,"49617",507
2018-07-16,retail,"17347",4728
2018-07-16,retail,"58255",6
2018-07-16,retail,"99163",128
2018-07-16,retail,"70011",2770
2018-07-16,retail,"72672",207
2018-07-16,retail,"61639",1172
2018-07-16,retail,"28380",510
2018-07-16,retail,"31546",214
2018-07-16,retail,"97867",44
2018-07-16,retail,"62837",129
2018-07-16,retail,"95206",2078
2018-07-16,retail,"97601",140
2018-07-16,retail,"71475",86
2018-07-16,retail,"57057",124
2018-07-16,retail,"59452",27
2018-07-16,retail,"81092",30
2018-07-16,retail,"32744",2877
2018-07-16,retail,"64133",7248
2018-07-16,retail,"23225",3874
2018-07-16,retail,"30349",10501
2018-07-16,retail,"58016",23
2018-07-16,retail,"28119",430
2018-07-16,retail,"81059",45
2018-07-16,retail,"11232",29534
2018-07-16,retail,"37644",1243
2018-07-16,retail,"07747",19461
2018-07-16,retail,"61402",208
2018-07-16,retail,"29318",2368
2018-07-16,retail,"60469",16710
2018-07-16,retail,"84654",42
2018-07-16,retail,"87151",2178
2018-07-16,retail,"38843",392
2018-07-16,retail,"12431",1225
2018-07-16,retail,"60203",19771
2018-07-16,retail,"62866",410
2018-07-16,retail,"36446",94
2018-07-16,retail,"10034",30524
2018-07-16,retail,"64164",5043
2018-07-16,retail,"58015",886
2018-07-16,retail,"81058",32
2018-07-16,retail,"88350",123
2018-07-16,retail,"37643",1213
2018-07-16,retail,"13630",132
2018-07-16,retail,"59213",8
2018-07-16,retail,"43791",690
2018-07-16,retail,"07748",19220
2018-07-16,retail,"11231",29433
2018-07-16,retail,"84655",1480
2018-07-16,retail,"62867",157
2018-07-16,retail,"12432",1030
2018-07-16,retail,"64163",4519
2018-07-16,retail,"62601",931
2018-07-16,retail,"38844",123
2018-07-16,retail,"36445",76
2018-07-16,retail,"60468",4296
2018-07-16,retail,"10033",30284
2018-07-16,retail,"60202",19312
2018-07-16,retail,"58018",66
2018-07-16,retail,"81057",39
2018-07-16,retail,"41397",123
2018-07-16,retail,"63801",282
2018-07-16,retail,"13631",337
2018-07-16,retail,"11230",28933
2018-07-16,retail,"84656",14
2018-07-16,retail,"59479",1
2018-07-16,retail,"35249",3043
2018-07-16,retail,"62868",131
2018-07-16,retail,"10032",30386
2018-07-16,retail,"14830",452
2018-07-16,retail,"42330",301
2018-07-16,retail,"12433",839
2018-07-16,retail,"64166",5066
2018-07-16,retail,"38841",397
2018-07-16,retail,"60201",19535
2018-07-16,retail,"60467",16702
2018-07-16,retail,"58017",49
2018-07-16,retail,"13632",329
2018-07-16,retail,"41132",699
2018-07-16,retail,"37645",934
2018-07-16,retail,"43793",199
2018-07-16,retail,"59215",34
2018-07-16,retail,"26818",70
2018-07-16,retail,"84657",43
2018-07-16,retail,"62869",185
2018-07-16,retail,"29319",2292
2018-07-16,retail,"10031",30393
2018-07-16,retail,"12434",150
2018-07-16,retail,"60466",6440
2018-07-16,retail,"64165",5033
2018-07-16,retail,"81055",15
2018-07-16,retail,"79749",154
2018-07-16,retail,"88353",23
2018-07-16,retail,"53119",2543
2018-07-16,retail,"12435",699
2018-07-16,retail,"43530",333
2018-07-16,retail,"35243",3084
2018-07-16,retail,"13633",130
2018-07-16,retail,"37640",1246
2018-07-16,retail,"33946",893
2018-07-16,retail,"59218",1
2018-07-16,retail,"26817",721
2018-07-16,retail,"42332",304
2018-07-16,retail,"62862",166
2018-07-16,retail,"36442",242
2018-07-16,retail,"10030",30476
2018-07-16,retail,"16130",700
2018-07-16,retail,"70050",19
2018-07-16,retail,"79748",125
2018-07-16,retail,"53118",3345
2018-07-16,retail,"81054",25
2018-07-16,retail,"88354",2
2018-07-16,retail,"12436",607
2018-07-16,retail,"35244",3049
2018-07-16,retail,"33947",867
2018-07-16,retail,"59217",33
2018-07-16,retail,"13634",343
2018-07-16,retail,"44730",1664
2018-07-16,retail,"14831",454
2018-07-16,retail,"36441",142
2018-07-16,retail,"16131",463
2018-07-16,retail,"62863",271
2018-07-16,retail,"25617",205
2018-07-16,retail,"33948",902
2018-07-16,retail,"88351",58
2018-07-16,retail,"42334",1361
2018-07-16,retail,"71250",90
2018-07-16,retail,"65360",331
2018-07-16,retail,"37642",965
2018-07-16,retail,"26815",400
2018-07-16,retail,"87153",2252
2018-07-16,retail,"13635",57
2018-07-16,retail,"41135",196
2018-07-16,retail,"43532",1111
2018-07-16,retail,"70052",760
2018-07-16,retail,"46291",7027
2018-07-16,retail,"62864",405
2018-07-16,retail,"36444",117
2018-07-16,retail,"33949",1060
2018-07-16,retail,"88352",130
2018-07-16,retail,"12438",66
2018-07-16,retail,"42333",159
2018-07-16,retail,"43531",317
2018-07-16,retail,"37641",653
2018-07-16,retail,"61401",208
2018-07-16,retail,"07746",8657
2018-07-16,retail,"35246",3046
2018-07-16,retail,"59219",40
2018-07-16,retail,"87154",2169
2018-07-16,retail,"13636",313
2018-07-16,retail,"26814",70
2018-07-16,retail,"70051",884
2018-07-16,retail,"64161",6943
2018-07-16,retail,"81052",27
2018-07-16,retail,"97839",1
2018-07-16,retail,"46290",6838
2018-07-16,retail,"60204",19516
2018-07-16,retail,"62865",681
2018-07-16,retail,"77348",293
2018-07-16,retail,"99136",1
2018-07-16,retail,"91743",9634
2018-07-16,retail,"50619",337
2018-07-16,retail,"28377",1290
2018-07-16,retail,"79745",83
2018-07-16,retail,"46030",3140
2018-07-16,retail,"05342",390
2018-07-16,retail,"53115",1012
2018-07-16,retail,"28111",5041
